Name,SKU,Stock,Retail Price,Discounted Price,image_url,Website Link,image_id,image_filename,image_exists
Semi Tussar Saree Pastel Green AA212828,AA212828,1,2495,2280,https://byrappasilk.in/storage/products/featured/featured_6a1eb5b6deab4.webp,https://byrappasilks.in/shop/semi_tussar_saree_pastel_green_aa212828,858,000858.webp,True
Semi Tussar Saree Sky Blue AA212828,AA212828,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_6a1eb656c066f.webp,https://byrappasilks.in/shop/semi_tussar_saree_sky_blue_aa212828,859,000859.webp,True
Semi Tussar Saree Beige AA212828,AA212828,1,2495,2280,https://byrappasilk.in/storage/products/featured/featured_6a1eb6fc04276.webp,https://byrappasilks.in/shop/semi_tussar_saree_beige_aa212828,860,000860.webp,True
Linen Black Saree with White Butta  AA213060,AA213060,0,3900,2457,https://byrappasilk.in/storage/products/featured/featured_6a212a6b1c28a.webp,https://byrappasilks.in/shop/linen_black_saree_with_white_butta_aa213060,861,000861.webp,True
Linen Gray Saree with Green Shade with White Butta AA213060,AA213060,1,3900,2457,https://byrappasilk.in/storage/products/featured/featured_6a212b7648455.webp,https://byrappasilks.in/shop/linen_gray_saree_with_green_shade_with_white_butta_aa213060,862,000862.webp,True
Chiffon Elegant Off-White Saree AA207560,AA207560,-2,3995,3650,https://byrappasilk.in/storage/products/featured/featured_6a265d72d1005.webp,https://byrappasilks.in/shop/chiffon_elegant_off_white_saree_aa207560,863,000863.webp,True
Linen Geometric Print Floral Embroidery Saree AA213800,AA213800,-1,6495,5934,https://byrappasilk.in/storage/products/featured/featured_6a267dd9ee512.webp,https://byrappasilks.in/shop/linen_geometric_print_floral_embroidery_saree_aa213800,864,000864.webp,True
Pure Kanjivaram Saree Rama Green  with Black AA213869,AA213869,1,15995,14611,https://byrappasilk.in/storage/products/featured/featured_6a26bdd90c256.webp,https://byrappasilks.in/shop/pure_kanjivaram_saree_rama_green_with_black_aa213869,865,000865.webp,True
Pure Kanjivaram Saree Levander with Black Border AA213869,AA213869,1,15995,14611,https://byrappasilk.in/storage/products/featured/featured_6a26bf3adf2a3.webp,https://byrappasilks.in/shop/pure_kanjivaram_saree_levander_with_black_border_aa213869,866,000866.webp,True
Pure Kanjivaram Saree Purple with Black Border AA213869,AA213869,1,15995,14611,https://byrappasilk.in/storage/products/featured/featured_6a26bfe05d0df.webp,https://byrappasilks.in/shop/pure_kanjivaram_saree_purple_with_black_border_aa213869,867,000867.webp,True
Pure Mysore Silk Saree Royal Blue  AA213832,AA213832,0,13665,12483,https://byrappasilk.in/storage/products/featured/featured_6a26ca9e6a785.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_royal_blue_aa213832,868,000868.webp,True
Semi Tussar Saree Lavender AA212801,AA212801,0,2495,2280,https://byrappasilk.in/storage/products/featured/featured_6a27b368693f3.webp,https://byrappasilks.in/shop/semi_tussar_saree_lavender_aa212801,869,000869.webp,True
Linen Saree Pastel Mint Green With Ikkat Print Pallu AA213084,AA213084,0,3900,2457,https://byrappasilk.in/storage/products/featured/featured_6a27b6b1371f5.webp,https://byrappasilks.in/shop/linen_saree_pastel_mint_green_with_ikkat_print_pallu_aa213084,870,000870.webp,True
Linen Saree Light Pink With Ikkat Print Pallu AA213084,AA213084,0,3900,2457,https://byrappasilk.in/storage/products/featured/featured_6a27b76dbf6c3.webp,https://byrappasilks.in/shop/linen_saree_light_pink_with_ikkat_print_pallu_aa213084,871,000871.webp,True
Linen Saree Light Grey With Ikkat Print Pallu AA213084,AA213084,0,3900,2457,https://byrappasilk.in/storage/products/featured/featured_6a27b7ee7ffe0.webp,https://byrappasilks.in/shop/linen_saree_light_grey_with_ikkat_print_pallu_aa213084,872,000872.webp,True
Linen Saree Paste Pink AA213084,AA213084,0,3900,2457,https://byrappasilk.in/storage/products/featured/featured_6a27ba54ddd76.webp,https://byrappasilks.in/shop/linen_saree_paste_pink_aa213084,873,000873.webp,True
Linen Saree Pastel Mint Green AA213084,AA213084,0,3900,2457,https://byrappasilk.in/storage/products/featured/featured_6a27bba43fd5d.webp,https://byrappasilks.in/shop/linen_saree_pastel_mint_green_aa213084,874,000874.webp,True
Linen Cotton Saree White With Crimson Red AA300350,AA300350,1,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a28f6d2aa8d7.webp,https://byrappasilks.in/shop/linen_cotton_saree_white_with_crimson_red_aa300350,875,000875.webp,True
Linen Cotton Saree White With Blush Pink AA300350,AA300350,1,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a28f77781e7d.webp,https://byrappasilks.in/shop/linen_cotton_saree_white_with_blush_pink_aa300350,876,000876.webp,True
Linen Cotton Saree White With Deep Pink AA300350,AA300350,0,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a28faff55186.webp,https://byrappasilks.in/shop/linen_cotton_saree_white_with_deep_pink_aa300350,877,000877.webp,True
Linen Cotton Saree White With Violet  Purple AA300350,AA300350,1,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a28fbf09f1bb.webp,https://byrappasilks.in/shop/linen_cotton_saree_white_with_violet_purple_aa300350,878,000878.webp,True
Linen Cotton Saree White With Black AA300350,AA300350,0,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a2907e625ea0.webp,https://byrappasilks.in/shop/linen_cotton_saree_white_with_black_aa300350,879,000879.webp,True
Linen Cotton Saree White With Blue AA300350,AA300350,1,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a29130a7c930.webp,https://byrappasilks.in/shop/linen_cotton_saree_white_with_blue_aa300350,880,000880.webp,True
Linen Cotton Saree White With Purple Ombre AA300350,AA300350,1,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a29146c38545.webp,https://byrappasilks.in/shop/linen_cotton_saree_white_with_purple_ombre_aa300350,881,000881.webp,True
Linen Cotton Saree White With Sky Blue AA300350,AA300350,1,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a29178f2012e.webp,https://byrappasilks.in/shop/linen_cotton_saree_white_with_sky_blue_aa300350,882,000882.webp,True
Linen Cotton Saree White With Light Brown AA300350,AA300350,1,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a29197ca3ffe.webp,https://byrappasilks.in/shop/linen_cotton_saree_white_with_light_brown_aa300350,883,000883.webp,True
Linen Cotton Saree White With Wine Colour AA300350,AA300350,0,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a291aeae14a7.webp,https://byrappasilks.in/shop/linen_cotton_saree_white_with_wine_colour_aa300350,884,000884.webp,True
Semi Tussar Saree Cut Work Pastel Green AA212761,AA212761,1,7900,4148,https://byrappasilk.in/storage/products/featured/featured_6a2a76224dfff.webp,https://byrappasilks.in/shop/semi_tussar_saree_cut_work_pastel_green_aa212761,885,000885.webp,True
Semi Tussar Saree Cut Work Light Pink AA212761,AA212761,1,7900,4148,https://byrappasilk.in/storage/products/featured/featured_6a2a7897b9cf8.webp,https://byrappasilks.in/shop/semi_tussar_saree_cut_work_light_pink_aa212761,886,000886.webp,True
Semi Tussar Saree Cut Work Powder Blue AA212761,AA212761,2,7900,4148,https://byrappasilk.in/storage/products/featured/featured_6a2a790b536d0.webp,https://byrappasilks.in/shop/semi_tussar_saree_cut_work_powder_blue_aa212761,887,000887.webp,True
Semi Tussar Saree Cut Work Lime Green AA212761,AA212761,1,7900,4148,https://byrappasilk.in/storage/products/featured/featured_6a2a79789ce34.webp,https://byrappasilks.in/shop/semi_tussar_saree_cut_work_lime_green_aa212761,888,000888.webp,True
Semi Tussar Saree Cut Work Peach AA212761,AA212761,1,7900,4148,https://byrappasilk.in/storage/products/featured/featured_6a2a7a09ce285.webp,https://byrappasilks.in/shop/semi_tussar_saree_cut_work_peach_aa212761,889,000889.webp,True
Semi Tussar Saree Beige Floral Embroidery AA300263,AA300263,5,3595,3285,https://byrappasilk.in/storage/products/featured/featured_6a2a8d1be37b5.webp,https://byrappasilks.in/shop/semi_tussar_saree_beige_floral_embroidery_aa300263,890,000890.webp,True
Linen Geometric Print Floral Embroidery Saree AA213800,AA213800,0,6495,5934,https://byrappasilk.in/storage/products/featured/featured_6a2bb76f90b60.webp,https://byrappasilks.in/shop/linen_geometric_print_floral_embroidery_saree_aa213800_1,891,000891.webp,True
Kathan Banaras Saree Light Maroon AA205129,AA205129,0,14995,13698,https://byrappasilk.in/storage/products/featured/featured_6a2d46b184ab0.webp,https://byrappasilks.in/shop/kathan_banaras_saree_light_maroon_aa205129,892,000892.webp,True
Kathan Banaras Saree Royal Purple AA205129,AA205129,0,14995,13698,https://byrappasilk.in/storage/products/featured/featured_6a2d4756c3e04.webp,https://byrappasilks.in/shop/kathan_banaras_saree_royal_purple_aa205129,893,000893.webp,True
Cocktail Party Wear Elegant Turquoise Blue Sequin Saree AA212503,AA212503,0,2695,2462,https://byrappasilk.in/storage/products/featured/featured_6a2d578807557.webp,https://byrappasilks.in/shop/cocktail_party_wear_elegant_turquoise_blue_sequin_saree_aa212503,894,000894.webp,True
Cocktail Party Wear Elegant Magenta Pink Sequin Saree AA212503,AA212503,0,2695,2462,https://byrappasilk.in/storage/products/featured/featured_6a2d58565e5ca.webp,https://byrappasilks.in/shop/cocktail_party_wear_elegant_magenta_pink_sequin_saree_aa212503,895,000895.webp,True
Cocktail Party Wear Mustard Yellow Sequin Saree AA212503,AA212503,1,2695,2462,https://byrappasilk.in/storage/products/featured/featured_6a2d5a35b5263.webp,https://byrappasilks.in/shop/cocktail_party_wear_mustard_yellow_sequin_saree_aa212503,896,000896.webp,True
Pure Kanchipuram Saree AA300423,AA300423,1,29995,27401,https://byrappasilk.in/storage/products/featured/featured_6a2fbd73aebe2.webp,https://byrappasilks.in/shop/pure_kanchipuram_saree_aa300423,897,000897.webp,True
Georgette Sea Green Saree AA300817,AA300817,0,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a31353e7f238.webp,https://byrappasilks.in/shop/georgette_sea_green_saree_aa300817,898,000898.webp,True
Georgette Mint Green saree AA300817,AA300817,-2,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a31411808111.webp,https://byrappasilks.in/shop/georgette_mint_green_saree_aa300817,899,000899.webp,True
Georgette Orange Saree AA300817,AA300817,2,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a3142c79d19d.webp,https://byrappasilks.in/shop/georgette_orange_saree_aa300817,900,000900.webp,True
Georgette Vibrant Yellow Saree AA300817,AA300817,0,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a314378dd806.webp,https://byrappasilks.in/shop/georgette_vibrant_yellow_saree_aa300817,901,000901.webp,True
Georgette Navy Blue Saree AA300817,AA300817,2,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a31442d46e90.webp,https://byrappasilks.in/shop/georgette_navy_blue_saree_aa300817,902,000902.webp,True
Cocktail Party Wear Elegant Pastel Pink Sequin Saree AA212503,AA212503,3,2695,2462,https://byrappasilk.in/storage/products/featured/featured_6a3229e93dde7.webp,https://byrappasilks.in/shop/cocktail_party_wear_elegant_pastel_pink_sequin_saree_aa212503,903,000903.webp,True
Cocktail Party Wear Elegant Mint Green Sequin Saree AA212503,AA212503,7,2695,2462,https://byrappasilk.in/storage/products/featured/featured_6a322dbedf05e.webp,https://byrappasilks.in/shop/cocktail_party_wear_elegant_mint_green_sequin_saree_aa212503,904,000904.webp,True
Cocktail Party Wear Elegant Pastel Blue Sequin Saree AA212503,AA212503,5,2695,2462,https://byrappasilk.in/storage/products/featured/featured_6a322fa792d42.webp,https://byrappasilks.in/shop/cocktail_party_wear_elegant_pastel_blue_sequin_saree_aa212503,905,000905.webp,True
Cocktail Party Wear Elegant Red Sequin Saree AA212503,AA212503,5,2695,2462,https://byrappasilk.in/storage/products/featured/featured_6a32357c13bb7.webp,https://byrappasilks.in/shop/cocktail_party_wear_elegant_red_sequin_saree_aa212503,906,000906.webp,True
Cocktail Party Wear Elegant Lavender Sequin Saree AA212503,AA212503,5,2695,2462,https://byrappasilk.in/storage/products/featured/featured_6a323e0a8d4ae.webp,https://byrappasilks.in/shop/cocktail_party_wear_elegant_lavender_sequin_saree_aa212503,907,000907.webp,True
Georgette Pink saree AA300817,AA300817,2,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a324503b71cd.webp,https://byrappasilks.in/shop/georgette_pink_saree_aa300817,908,000908.webp,True
Georgette Lavender Saree AA300817,AA300817,2,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a324583a74f3.webp,https://byrappasilks.in/shop/georgette_lavender_saree_aa300817,909,000909.webp,True
Tissue saree Cream Colour Traditional Folk Art Pallu AA300343,AA300343,0,4500,2363,https://byrappasilk.in/storage/products/featured/featured_6a33eed16f76c.webp,https://byrappasilks.in/shop/tissue_saree_cream_colour_traditional_folk_art_pallu_aa300343,910,000910.webp,True
Tissue saree Metallic Dual-Tone Colour Traditional  Folk Art Pallu AA300343,AA300343,0,4500,2363,https://byrappasilk.in/storage/products/featured/featured_6a33f01624bdf.webp,https://byrappasilks.in/shop/tissue_saree_metallic_dual_tone_colour_traditional_folk_art_pallu_aa300343,911,000911.webp,True
Tissue Saree Vibrant Orange Colour Traditional Folk Art Pallu AA300343,AA300343,0,4500,2363,https://byrappasilk.in/storage/products/featured/featured_6a33f0a96d736.webp,https://byrappasilks.in/shop/tissue_saree_vibrant_orange_colour_traditional_folk_art_pallu_aa300343,912,000912.webp,True
Tissue Saree Pink Dual-Tone Colour Traditional Folk Art Pallu AA300343,AA300343,1,4500,2363,https://byrappasilk.in/storage/products/featured/featured_6a33f17b32a54.webp,https://byrappasilks.in/shop/tissue_saree_pink_dual_tone_colour_traditional_folk_art_pallu_aa300343,913,000913.webp,True
Tissue Saree Peach Pink Dual-Tone Colour Traditional Folk Art Pallu AA300343,AA300343,0,4500,2363,https://byrappasilk.in/storage/products/featured/featured_6a33f20928d9e.webp,https://byrappasilks.in/shop/tissue_saree_peach_pink_dual_tone_colour_traditional_folk_art_pallu_aa300343,914,000914.webp,True
Linen Saree Deep Maroon AA213084,AA213084,0,3900,2457,https://byrappasilk.in/storage/products/featured/featured_6a34eeebae47e.webp,https://byrappasilks.in/shop/linen_saree_deep_maroon_aa213084,915,000915.webp,True
Linen Saree Maroon AA213084,AA213084,0,3600,2268,https://byrappasilk.in/storage/products/featured/featured_6a34ef78c28df.webp,https://byrappasilks.in/shop/linen_saree_maroon_aa213084,916,000916.webp,True
Linen Saree Greyish Green AA213084,AA213084,0,3600,2268,https://byrappasilk.in/storage/products/featured/featured_6a34f06adecce.webp,https://byrappasilks.in/shop/linen_saree_greyish_green_aa213084,917,000917.webp,True
Linen Saree Deep Red AA213084,AA213084,-1,3600,2268,https://byrappasilk.in/storage/products/featured/featured_6a34f0f8b31e6.webp,https://byrappasilks.in/shop/linen_saree_deep_red_aa213084,918,000918.webp,True
Linen Saree Light Pink AA213084,AA213084,0,3600,2268,https://byrappasilk.in/storage/products/featured/featured_6a34f5756a430.webp,https://byrappasilks.in/shop/linen_saree_light_pink_aa213084,919,000919.webp,True
Linen Saree Pastel Mint Green Pink AA213084,AA213084,1,3600,2268,https://byrappasilk.in/storage/products/featured/featured_6a34f69b02eb0.webp,https://byrappasilks.in/shop/linen_saree_pastel_mint_green_pink_aa213084,920,000920.webp,True
Georgette Saree Orange With Gandaberunda Motif AA200321,AA200321,1,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a351af6c6835.webp,https://byrappasilks.in/shop/georgette_saree_orange_with_gandaberunda_motif_aa200321,921,000921.webp,True
Georgette Saree Pink With Gandaberunda Motif AA200321,AA200321,2,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a351b65d594a.webp,https://byrappasilks.in/shop/georgette_saree_pink_with_gandaberunda_motif_aa200321,922,000922.webp,True
Georgette Saree Yellow With Gandaberunda Motif  AA200321,AA200321,0,4900,-18374,https://byrappasilk.in/storage/products/featured/featured_6a351bfb88418.webp,https://byrappasilks.in/shop/georgette_saree_yellow_with_gandaberunda_motif_aa200321,923,000923.webp,True
Georgette Saree Peach With Gandaberunda Motif AA200321,AA200321,0,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a351cccefdd4.webp,https://byrappasilks.in/shop/georgette_saree_peach_with_gandaberunda_motif_aa200321,924,000924.webp,True
Georgette Saree Magenta With Gandaberunda Motif AA200321,AA200321,1,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a351eca669ad.webp,https://byrappasilks.in/shop/georgette_saree_magenta_with_gandaberunda_motif_aa200321,925,000925.webp,True
Georgette Saree Royal Purple With Gandaberunda Motif AA200321,AA200321,1,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a352c1475337.webp,https://byrappasilks.in/shop/georgette_saree_royal_purple_with_gandaberunda_motif_aa200321,926,000926.webp,True
Georgette Saree Turquoise Blue With Gandaberunda Motif AA200321,AA200321,0,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a3530fe99f05.webp,https://byrappasilks.in/shop/georgette_saree_turquoise_blue_with_gandaberunda_motif_aa200321,927,000927.webp,True
Georgette Saree Navy Blue With Gandaberunda Motif AA200321,AA200321,2,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a35332a307f8.webp,https://byrappasilks.in/shop/georgette_saree_navy_blue_with_gandaberunda_motif_aa200321,928,000928.webp,True
Georgette Saree Yellow With Gandaberunda Motif AA200321,AA200321,2,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a35339beeaa6.webp,https://byrappasilks.in/shop/georgette_saree_yellow_with_gandaberunda_motif_aa200321_2,929,000929.webp,True
Georgette Saree Lavender With Gandaberunda Motif AA200321,AA200321,1,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a3534093e08f.webp,https://byrappasilks.in/shop/georgette_saree_lavender_with_gandaberunda_motif_aa200321,930,000930.webp,True
Kora Banarasi Peacock Blue Saree AA301310,AA301310,1,11995,10958,https://byrappasilk.in/storage/products/featured/featured_6a3681db0ed15.webp,https://byrappasilks.in/shop/kora_banarasi_peacock_blue_saree_aa301310,931,000931.webp,True
Kora Banarasi Brown Saree AA301310,AA301310,0,11995,10958,https://byrappasilk.in/storage/products/featured/featured_6a36837d5522c.webp,https://byrappasilks.in/shop/kora_banarasi_brown_saree_aa301310,932,000932.webp,True
Kora Banarasi Royal Purple Saree AA301310,AA301310,0,11995,10958,https://byrappasilk.in/storage/products/featured/featured_6a3685242a82f.webp,https://byrappasilks.in/shop/kora_banarasi_royal_purple_saree_aa301310,933,000933.webp,True
Pure Tussar Saree Grey & Black AA301305,AA301305,0,16995,15525,https://byrappasilk.in/storage/products/featured/featured_6a38e784ebf9f.webp,https://byrappasilks.in/shop/pure_tussar_saree_grey_black_aa301305,934,000934.webp,True
Pure Tussar Saree Mauve & Pink Shaded AA301305,AA301305,0,16995,15525,https://byrappasilk.in/storage/products/featured/featured_6a38e7ef72036.webp,https://byrappasilks.in/shop/pure_tussar_saree_mauve_pink_shaded_aa301305,935,000935.webp,True
Pure Tussar Saree Mauve & Onion Pink Shaded AA301305,AA301305,0,16995,15525,https://byrappasilk.in/storage/products/featured/featured_6a38e8a596fe4.webp,https://byrappasilks.in/shop/pure_tussar_saree_mauve_onion_pink_shaded_aa301305,936,000936.webp,True
Pure Organza Saree Ivory AA301307,AA301307,1,14995,13698,https://byrappasilk.in/storage/products/featured/featured_6a3927d749e3e.webp,https://byrappasilks.in/shop/pure_organza_saree_ivory_aa301307,937,000937.webp,True
Pure Organza Saree Cream & Yellow AA301307,AA301307,1,14995,13698,https://byrappasilk.in/storage/products/featured/featured_6a39284785465.webp,https://byrappasilks.in/shop/pure_organza_saree_cream_yellow_aa301307,938,000938.webp,True
Pure Organza Saree Mint Green AA301307,AA301307,1,14995,13698,https://byrappasilk.in/storage/products/featured/featured_6a3928aa99fbd.webp,https://byrappasilks.in/shop/pure_organza_saree_mint_green_aa301307,939,000939.webp,True
Chiffon Saree Floral Print Vibrant Yellow QS308050,QS308050,0,6995,6390,https://byrappasilk.in/storage/products/featured/featured_6a3a6018e1d83.webp,https://byrappasilks.in/shop/chiffon_saree_floral_print_vibrant_yellow_qs308050,940,000940.webp,True
Chiffon Saree Floral Print Off-White QS308050,QS308050,0,4695,4289,https://byrappasilk.in/storage/products/featured/featured_6a3a60eb325bd.webp,https://byrappasilks.in/shop/chiffon_saree_floral_print_off_white_qs308050,941,000941.webp,True
Chiffon Saree Mustard Yellow Embroidery Border QS308050,QS308050,-2,3995,3650,https://byrappasilk.in/storage/products/featured/featured_6a3a61ba1f1b3.webp,https://byrappasilks.in/shop/chiffon_saree_mustard_yellow_embroidery_border_qs308050,942,000942.webp,True
Soft Silk Mustard yellow Saree AA301198,AA301198,0,12995,11871,https://byrappasilk.in/storage/products/featured/featured_6a3a6b2956071.webp,https://byrappasilks.in/shop/soft_silk_mustard_yellow_saree_aa301198,943,000943.webp,True
Soft Silk Mustard yellow Saree AA301198,AA301198,0,12995,11871,https://byrappasilk.in/storage/products/featured/featured_6a3a6b99bb0bd.webp,https://byrappasilks.in/shop/soft_silk_mustard_yellow_saree_aa301198_1,944,000944.webp,True
Soft Silk Mustard yellow Saree AA301198,AA302425,0,12995,11871,https://byrappasilk.in/storage/products/featured/featured_6a3cce0ab1ecd.webp,https://byrappasilks.in/shop/soft_silk_mustard_yellow_saree_aa301198_2,945,000945.webp,True
Soft Silk yellow Saree AA301198,AA301198,0,12995,11871,https://byrappasilk.in/storage/products/featured/featured_6a3cceac0312f.webp,https://byrappasilks.in/shop/soft_silk_yellow_saree_aa301198,946,000946.webp,True
Soft Silk yellow Saree AA301198,AA301198,0,12995,11871,https://byrappasilk.in/storage/products/featured/featured_6a3ccf0e0e831.webp,https://byrappasilks.in/shop/soft_silk_yellow_saree_aa301198_1,947,000947.webp,True
Soft Silk yellow Saree AA301198,AA301198,0,12995,11871,https://byrappasilk.in/storage/products/featured/featured_6a3ccf4f13866.webp,https://byrappasilks.in/shop/soft_silk_yellow_saree_aa301198_2,948,000948.webp,True
Pure Silk Cotton Ikkat Design AA300846,AA300846,1,7900,4148,https://byrappasilk.in/storage/products/featured/featured_6a3cd0f150d5a.webp,https://byrappasilks.in/shop/pure_silk_cotton_ikkat_design_aa300846,949,000949.webp,True
Pure Silk Cotton Ikkat Design AA300846,AA300846,1,7900,4148,https://byrappasilk.in/storage/products/featured/featured_6a3cd15af3886.webp,https://byrappasilks.in/shop/pure_silk_cotton_ikkat_design_aa300846_1,950,000950.webp,True
Pure Silk Cotton Ikkat Design AA300846,AA300846,1,7900,4148,https://byrappasilk.in/storage/products/featured/featured_6a3cd1968c41a.webp,https://byrappasilks.in/shop/pure_silk_cotton_ikkat_design_aa300846_2,951,000951.webp,True
Pure Organza Saree Black AA305951,AA305951,1,11665,10656,https://byrappasilk.in/storage/products/featured/featured_6a3d39554f811.webp,https://byrappasilks.in/shop/pure_organza_saree_black_aa305951,952,000952.webp,True
Pure Mysore Silk Saree Bottel Green AA306469,AA306469,0,11995,10958,https://byrappasilk.in/storage/products/featured/featured_6a3e3c68ce7d6.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_bottel_green_aa306469,953,000953.webp,True
Pure Mysore Silk Saree Royal Blue AA306469,AA306469,0,11995,10958,https://byrappasilk.in/storage/products/featured/featured_6a3e3ce37509f.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_royal_blue_aa306469,954,000954.webp,True
Pure Mysore Silk Saree Red AA306469,AA306469,0,11995,10958,https://byrappasilk.in/storage/products/featured/featured_6a3e3d5fa8d82.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_red_aa306469,955,000955.webp,True
Malai Chanderi Saree Pink AA305964,AA305964,1,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a3e6d1c9c6c5.webp,https://byrappasilks.in/shop/malai_chanderi_saree_pink_aa305964,956,000956.webp,True
Malai Chanderi Saree Orange AA305964,AA305964,1,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a3e6db7aab6d.webp,https://byrappasilks.in/shop/malai_chanderi_saree_orange_aa305964,957,000957.webp,True
Malai Chanderi Saree Deep Purple AA305964,AA305964,-2,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a3e795787101.webp,https://byrappasilks.in/shop/malai_chanderi_saree_deep_purple_aa305964,958,000958.webp,True
Pure Mysore Silk Saree Cream & Maroon AA306482,AA306482,1,13665,12483,https://byrappasilk.in/storage/products/featured/featured_6a3fa2335a63c.webp,https://byrappasilks.in/shop/pure_mysore_silk_saree_cream_maroon_aa306482,959,000959.webp,True
Malai Chanderi Saree Yellow AA305964,AA305964,0,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a3fa8260a855.webp,https://byrappasilks.in/shop/malai_chanderi_saree_yellow_aa305964,960,000960.webp,True
Malai Chanderi Saree Purple AA305964,AA305964,0,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a3faeab706ee.webp,https://byrappasilks.in/shop/malai_chanderi_saree_purple_aa305964,961,000961.webp,True
Malai Chanderi Saree Rich Wine AA305964,AA305964,1,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a3faf865e4b6.webp,https://byrappasilks.in/shop/malai_chanderi_saree_rich_wine_aa305964,962,000962.webp,True
Malai Chanderi Saree Red AA305964,AA305964,0,5995,5477,https://byrappasilk.in/storage/products/featured/featured_6a3fb0021582b.webp,https://byrappasilks.in/shop/malai_chanderi_saree_red_aa305964,963,000963.webp,True
Tissue Chanderi Saree Stripe Design AA305944,AA305944,1,5900,3098,https://byrappasilk.in/storage/products/featured/featured_6a3fc7a51e9c9.webp,https://byrappasilks.in/shop/tissue_chanderi_saree_stripe_design_aa305944,964,000964.webp,True
Fancy Saree Off-White AA306215,AA306215,2,12900,6773,https://byrappasilk.in/storage/products/featured/featured_6a3fe4f796f45.webp,https://byrappasilks.in/shop/fancy_saree_off_white_aa306215,965,000965.webp,True
Linen Cotton Saree AA307172,AA307172,0,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a3fef38e6518.webp,https://byrappasilks.in/shop/linen_cotton_saree_aa307172,966,000966.webp,True
Linen Cotton Saree AA307172,AA307172,-1,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a3fefee7b72d.webp,https://byrappasilks.in/shop/linen_cotton_saree_aa307172_1,967,000967.webp,True
Linen Cotton Saree AA307172,AA307172,0,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a420c98d48af.webp,https://byrappasilks.in/shop/linen_cotton_saree_aa307172_2,968,000968.webp,True
Linen Cotton Saree AA307172,AA307172,-4,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a420cd6f0afa.webp,https://byrappasilks.in/shop/linen_cotton_saree_aa307172_3,969,000969.webp,True
Linen Cotton Saree AA307172,AA307172,1,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a5b450aa5627.webp,https://byrappasilks.in/shop/linen_cotton_saree_aa307172_4,970,000970.webp,True
Linen Cotton Saree AA307172,AA307172,0,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a4257bfbe20f.webp,https://byrappasilks.in/shop/linen_cotton_saree_aa307172_5,971,000971.webp,True
Linen Cotton Saree AA307172,AA307172,1,4900,2573,https://byrappasilk.in/storage/products/featured/featured_6a5b456a283da.webp,https://byrappasilks.in/shop/linen_cotton_saree_aa307172_6,972,000972.webp,True
Pure Organza Turkish Aplique Shaded Design Saree AA305951,AA305951,1,11665,10656,https://byrappasilk.in/storage/products/featured/featured_6a4754258c408.webp,https://byrappasilks.in/shop/pure_organza_turkish_aplique_shaded_design_saree_aa305951_3,973,000973.webp,True
Pure Organza Turkish Aplique Shaded Design Saree AA305951,AA305951,1,11665,10656,https://byrappasilk.in/storage/products/featured/featured_6a4754b581b41.webp,https://byrappasilks.in/shop/pure_organza_turkish_aplique_shaded_design_saree_aa305951_2,974,000974.webp,True
